concurso,ano,bola_1,bola_2,bola_3,bola_4,bola_5,bola_6
2301,2020,18,36,47,52,35,17
2300,2020,37,39,21,9,54,43
2299,2020,3,40,19,60,2,44
2298,2020,13,21,49,41,17,31
2297,2020,20,22,41,59,35,40
2296,2020,29,6,36,59,21,1
2295,2020,28,6,41,26,35,13
2294,2020,9,43,20,41,33,15
2293,2020,1,48,42,10,2,37
2292,2020,18,57,6,33,42,16
2291,2020,37,31,26,12,36,49
2290,2020,60,36,5,57,44,18
2289,2020,6,34,37,38,45,9
2288,2020,35,39,2,26,56,40
2287,2020,29,4,2,41,6,56
2286,2020,42,43,41,9,21,30
2285,2020,12,10,33,7,42,1
2284,2020,46,36,12,10,4,14
2283,2020,24,4,37,43,59,60
2282,2020,30,52,12,27,36,45
2281,2020,35,40,14,55,50,27
2280,2020,50,28,58,29,59,31
2279,2020,28,12,20,5,27,14
2278,2020,34,17,37,43,8,45
2277,2020,23,10,53,60,22,37
2276,2020,49,27,5,18,57,15
2275,2020,25,50,2,53,4,36
2274,2020,8,55,40,11,33,17
2273,2020,58,15,20,16,38,40
2272,2020,5,41,11,49,24,2
2271,2020,6,10,41,52,27,28
2270,2020,41,16,48,14,38,39
2269,2020,55,14,23,29,11,1
2268,2020,4,30,52,23,13,28
2267,2020,48,49,53,20,32,33
2266,2020,23,37,59,10,58,31
2265,2020,50,20,46,23,14,39
2264,2020,29,19,8,2,37,3
2263,2020,43,49,57,33,9,24
2262,2020,7,30,46,23,8,14
2261,2020,23,26,51,27,29,7
2260,2020,37,12,14,34,35,47
2259,2020,54,56,58,20,27,41
2258,2020,26,7,1,23,14,5
2257,2020,18,30,21,31,34,51
2256,2020,9,37,30,10,54,47
2255,2020,20,15,57,49,39,41
2254,2020,47,4,24,44,56,9
2253,2020,32,39,55,33,52,31
2252,2020,46,50,1,17,37,30
2251,2020,58,22,26,15,54,5
2250,2020,39,52,27,57,58,33
2249,2020,4,49,9,31,47,53
2248,2020,20,9,42,29,30,15
2247,2020,42,53,47,1,44,48
2246,2020,9,33,46,24,27,5
2245,2020,33,11,14,34,15,18
2244,2020,11,5,42,3,34,37
2243,2020,14,38,28,18,35,54
2242,2020,24,42,18,5,25,9
2241,2020,56,18,26,13,1,40
2240,2020,25,9,7,10,58,19
2239,2020,27,39,7,31,46,45
2238,2020,57,36,11,58,55,45
2237,2020,60,27,28,20,53,11
2236,2020,7,53,43,20,45,38
2235,2020,14,55,35,30,18,57
2234,2020,47,29,42,4,27,21
2233,2020,45,35,6,41,4,32
2232,2020,31,34,38,47,7,8
2231,2020,4,13,53,40,25,57
2230,2020,39,17,56,60,26,7
2229,2020,6,41,40,29,58,11
2228,2020,19,45,39,9,23,32
2227,2020,9,6,27,32,12,57
2226,2020,2,7,38,30,4,16
2225,2020,1,37,47,44,46,32
2224,2020,23,50,58,32,52,16
2223,2020,49,26,2,56,40,42
2222,2020,14,48,30,29,59,13
2221,2020,23,34,45,57,5,56
2220,2019,38,58,35,3,40,57
2219,2019,57,59,45,8,28,36
2218,2019,16,6,38,22,52,48
2217,2019,16,32,36,30,14,10
2216,2019,24,42,48,10,43,49
2215,2019,21,23,43,1,19,33
2214,2019,18,30,4,10,34,47
2213,2019,7,5,10,60,32,46
2212,2019,51,58,53,52,26,23
2211,2019,27,44,36,54,41,40
2210,2019,11,33,34,25,24,17
2209,2019,32,22,47,28,33,25
2208,2019,30,45,16,49,25,40
2207,2019,43,11,6,55,53,10
2206,2019,42,38,45,6,27,57
2205,2019,21,42,12,57,37,28
2204,2019,32,56,29,28,1,35
2203,2019,34,46,57,50,17,49
2202,2019,43,60,37,38,29,11
2201,2019,13,49,3,41,53,23
2200,2019,28,55,36,43,11,15
2199,2019,38,23,30,44,35,15
2198,2019,56,11,34,44,36,1
2197,2019,29,11,3,35,44,57
2196,2019,56,28,27,1,41,25
2195,2019,24,32,38,53,46,14
2194,2019,16,8,20,21,34,31
2193,2019,8,7,42,27,29,22
2192,2019,57,53,7,59,16,37
2191,2019,33,46,26,4,53,8
2190,2019,53,35,25,9,5,20
2189,2019,33,29,11,4,16,22
2188,2019,60,51,21,28,2,17
2187,2019,16,21,50,10,46,11
2186,2019,27,19,12,41,18,46
2185,2019,19,42,18,47,22,9
2184,2019,51,15,52,36,59,45
2183,2019,51,13,43,30,34,26
2182,2019,59,47,46,19,39,22
2181,2019,8,1,19,48,36,33
2180,2019,16,12,10,21,28,38
2179,2019,24,2,35,54,50,13
2178,2019,16,21,42,2,50,56
2177,2019,14,9,48,11,31,51
2176,2019,23,8,25,43,39,44
2175,2019,55,53,7,32,43,25
2174,2019,36,10,34,15,60,56
2173,2019,9,48,44,42,2,50
2172,2019,9,57,43,37,28,24
2171,2019,19,12,13,36,55,44
2170,2019,36,21,51,10,24,38
2169,2019,45,7,34,59,51,54
2168,2019,37,25,29,4,1,27
2167,2019,37,45,38,43,54,27
2166,2019,44,3,34,56,19,58
2165,2019,56,49,54,43,5,37
2164,2019,48,17,58,47,16,25
2163,2019,45,20,24,36,18,8
2162,2019,11,30,42,34,16,22
2161,2019,24,10,8,44,9,42
2160,2019,53,49,1,46,47,19
2159,2019,53,35,38,14,45,26
2158,2019,9,27,46,59,35,45
2157,2019,34,48,31,39,33,35
2156,2019,49,39,23,6,26,1
2155,2019,37,44,2,27,6,47
2154,2019,53,41,47,50,7,25
2153,2019,13,28,31,8,33,32
2152,2019,49,36,29,26,59,50
2151,2019,36,38,2,29,14,18
2150,2019,38,24,23,26,42,49
2149,2019,21,48,46,23,44,37
2148,2019,59,33,8,58,32,15
2147,2019,49,42,17,19,37,41
2146,2019,39,42,16,18,44,31
2145,2019,6,59,28,8,51,53
2144,2019,21,33,55,16,7,60
2143,2019,12,58,35,51,2,57
2142,2019,44,50,52,57,7,40
2141,2019,10,19,11,37,41,17
2140,2019,20,54,36,17,42,26
2139,2019,58,29,23,41,14,57
2138,2019,30,34,4,21,13,14
2137,2019,2,1,49,11,12,34
2136,2019,35,22,11,1,30,8
2135,2019,23,48,59,28,40,9
2134,2019,54,6,46,21,59,34
2133,2019,26,20,19,51,52,57
2132,2019,5,60,18,39,35,30
2131,2019,28,18,20,6,2,3
2130,2019,13,53,16,36,55,54
2129,2019,60,46,12,6,32,31
2128,2019,24,55,46,16,11,54
2127,2019,7,46,28,30,44,1
2126,2019,58,39,27,7,24,12
2125,2019,44,1,31,53,46,58
2124,2019,31,20,47,43,2,11
2123,2019,47,59,14,56,50,15
2122,2019,27,21,3,11,15,49
2121,2019,37,8,17,29,10,40
2120,2019,38,41,20,24,25,13
2119,2019,42,49,26,31,19,21
2118,2019,41,11,12,46,20,40
2117,2019,28,43,4,29,52,30
2116,2019,21,19,1,9,34,54
2115,2019,19,40,35,44,27,4
2114,2019,35,17,30,25,42,57
2113,2019,11,21,46,14,25,50
2112,2019,17,46,43,53,52,39
2111,2019,54,41,1,46,58,44
2110,2018,25,33,10,12,18,5
2109,2018,4,16,44,49,12,34
2108,2018,44,59,29,19,41,22
2107,2018,50,44,60,38,56,8
2106,2018,27,3,39,40,36,43
2105,2018,16,46,13,11,24,31
2104,2018,12,45,10,56,2,27
2103,2018,13,40,50,46,3,44
2102,2018,6,4,17,57,34,51
2101,2018,58,56,18,8,2,37
2100,2018,1,35,13,11,10,49
2099,2018,30,15,5,58,20,27
2098,2018,2,38,27,60,18,8
2097,2018,51,28,24,49,9,45
2096,2018,11,51,6,24,13,19
2095,2018,49,29,56,43,35,16
2094,2018,4,33,16,44,19,31
2093,2018,54,34,52,8,14,27
2092,2018,13,17,27,11,15,22
2091,2018,12,11,10,59,38,37
2090,2018,11,8,18,40,37,51
2089,2018,38,48,5,49,10,32
2088,2018,24,3,27,38,14,56
2087,2018,19,18,53,34,2,23
2086,2018,4,53,35,43,47,46
2085,2018,25,49,12,21,38,37
2084,2018,20,37,26,7,39,38
2083,2018,56,33,1,19,18,60
2082,2018,25,33,42,49,6,48
2081,2018,40,42,13,18,35,41
2080,2018,58,55,46,22,40,10
2079,2018,55,37,58,14,2,1
2078,2018,30,36,2,11,39,15
2077,2018,37,13,16,26,39,35
2076,2018,6,15,43,5,12,22
2075,2018,7,9,23,33,57,59
2074,2018,42,8,18,37,58,23
2073,2018,55,12,15,30,52,18
2072,2018,22,13,10,20,12,54
2071,2018,35,46,34,60,24,33
2070,2018,5,26,42,27,48,34
2069,2018,40,3,48,17,34,35
2068,2018,5,47,40,9,42,3
2067,2018,59,2,11,32,26,13
2066,2018,27,55,35,6,25,45
2065,2018,4,11,43,20,30,37
2064,2018,55,53,14,10,36,60
2063,2018,10,19,29,24,6,25
2062,2018,8,15,34,25,10,23
2061,2018,33,45,44,40,36,54
2060,2018,11,39,41,9,25,8
2059,2018,5,4,36,56,40,44
2058,2018,19,4,23,29,59,56
2057,2018,37,38,20,13,10,54
2056,2018,29,47,22,36,34,18
2055,2018,53,43,46,25,35,6
2054,2018,39,4,7,12,26,22
2053,2018,12,27,40,37,22,55
2052,2018,57,50,56,51,58,59
2051,2018,37,5,44,1,53,6
2050,2018,33,50,38,32,8,31
2049,2018,19,10,27,31,51,53
2048,2018,10,39,38,35,26,19
2047,2018,18,19,44,54,1,29
2046,2018,27,11,6,28,46,3
2045,2018,27,46,15,25,50,45
2044,2018,14,7,60,54,47,56
2043,2018,53,58,21,38,57,56
2042,2018,33,32,22,29,35,14
2041,2018,10,12,54,42,22,25
2040,2018,56,58,54,6,41,9
2039,2018,28,22,6,31,44,12
2038,2018,26,35,40,25,6,38
2037,2018,60,30,14,45,23,16
2036,2018,23,58,8,19,27,7
2035,2018,52,35,49,30,38,36
2034,2018,7,56,22,13,6,17
2033,2018,40,10,18,33,38,43
2032,2018,19,39,20,53,14,6
2031,2018,23,39,18,55,50,37
2030,2018,38,4,58,40,27,59
2029,2018,15,37,18,33,40,6
2028,2018,7,42,58,36,24,11
2027,2018,11,15,39,37,29,44
2026,2018,51,33,23,52,31,10
2025,2018,52,56,4,24,46,55
2024,2018,29,16,20,35,47,23
2023,2018,23,56,8,7,1,6
2022,2018,28,60,52,45,4,48
2021,2018,32,37,40,60,7,14
2020,2018,2,46,57,60,48,36
2019,2018,41,46,54,59,23,52
2018,2018,55,11,27,22,25,59
2017,2018,56,10,11,2,38,24
2016,2018,11,17,48,18,4,21
2015,2018,18,58,32,39,27,17
2014,2018,46,32,16,56,40,53
2013,2018,6,36,53,30,56,23
2012,2018,11,51,36,8,35,27
2011,2018,28,35,58,54,2,32
2010,2018,18,56,8,34,39,10
2009,2018,1,48,50,44,37,46
2008,2018,27,22,58,33,59,42
2007,2018,41,14,54,4,39,58
2006,2018,20,9,1,14,54,25
2005,2018,22,19,33,11,53,34
2004,2018,45,35,1,23,5,14
2003,2018,40,50,43,28,51,34
2002,2018,59,46,28,38,4,30
2001,2018,22,20,52,60,42,36
2000,2017,6,37,34,10,3,17
1999,2017,42,38,49,15,50,37
1998,2017,57,21,24,52,25,8
1997,2017,14,7,35,1,31,46
1996,2017,56,21,20,7,40,24
1995,2017,14,37,39,26,35,29
1994,2017,44,5,32,2,12,40
1993,2017,50,57,48,17,6,33
1992,2017,21,11,13,53,54,5
1991,2017,19,34,44,36,20,28
1990,2017,37,26,11,24,59,34
1989,2017,40,58,30,32,15,22
1988,2017,5,39,10,54,46,42
1987,2017,10,58,14,45,31,34
1986,2017,55,23,44,43,36,56
1985,2017,9,36,29,28,34,55
1984,2017,43,32,21,50,35,29
1983,2017,14,22,6,5,10,36
1982,2017,46,24,20,4,50,14
1981,2017,15,6,39,19,37,53
1980,2017,18,16,12,34,37,17
1979,2017,38,23,45,32,29,22
1978,2017,6,2,57,22,55,44
1977,2017,28,3,32,34,37,16
1976,2017,52,14,19,12,59,25
1975,2017,8,24,47,26,11,57
1974,2017,19,57,38,54,4,27
1973,2017,17,16,60,12,52,1
1972,2017,20,9,59,54,16,57
1971,2017,54,10,52,41,44,4
1970,2017,10,18,24,5,39,52
1969,2017,30,59,20,32,8,48
1968,2017,35,48,44,39,36,52
1967,2017,32,39,13,54,30,46
1966,2017,19,10,32,60,13,40
1965,2017,28,26,55,38,48,35
1964,2017,32,27,48,36,2,50
1963,2017,34,60,5,4,7,42
1962,2017,39,5,6,53,15,25
1961,2017,50,30,25,17,32,26
1960,2017,43,39,18,25,37,1
1959,2017,56,43,21,8,27,35
1958,2017,55,34,22,20,24,15
1957,2017,23,47,29,2,14,22
1956,2017,20,40,28,5,8,45
1955,2017,15,41,45,33,36,27
1954,2017,40,9,49,25,35,33
1953,2017,45,29,42,9,43,26
1952,2017,9,21,53,36,52,38
1951,2017,55,14,16,21,33,19
1950,2017,32,21,10,48,34,57
1949,2017,30,1,14,56,22,6
1948,2017,28,33,20,24,57,12
1947,2017,52,59,55,40,8,33
1946,2017,6,39,4,44,52,60
1945,2017,8,54,21,10,45,4
1944,2017,8,57,47,39,9,59
1943,2017,43,11,39,9,30,12
1942,2017,48,20,43,18,6,24
1941,2017,38,1,9,48,49,24
1940,2017,36,16,9,47,13,17
1939,2017,39,29,24,52,7,45
1938,2017,10,54,42,16,40,32
1937,2017,10,29,24,43,6,55
1936,2017,51,40,52,24,12,3
1935,2017,24,17,10,1,3,23
1934,2017,56,39,35,8,23,59
1933,2017,15,19,35,59,14,2
1932,2017,55,21,16,44,29,10
1931,2017,34,8,2,15,9,22
1930,2017,17,56,37,52,18,4
1929,2017,10,52,23,36,3,43
1928,2017,28,51,59,26,53,10
1927,2017,11,5,30,31,13,19
1926,2017,46,3,2,30,14,20
1925,2017,47,43,38,1,17,45
1924,2017,16,52,53,58,30,12
1923,2017,46,34,59,45,9,42
1922,2017,20,41,22,36,43,38
1921,2017,19,10,16,15,28,35
1920,2017,39,45,31,25,43,33
1919,2017,60,28,54,37,45,11
1918,2017,22,17,50,38,20,16
1917,2017,4,36,25,21,46,33
1916,2017,3,50,18,23,9,52
1915,2017,57,21,2,33,20,48
1914,2017,39,33,29,16,44,42
1913,2017,14,56,52,17,4,43
1912,2017,42,10,33,36,13,35
1911,2017,32,16,33,23,18,30
1910,2017,9,6,39,15,22,48
1909,2017,47,43,45,40,57,11
1908,2017,10,27,57,13,23,4
1907,2017,3,48,44,35,25,38
1906,2017,27,40,33,6,39,60
1905,2017,43,54,29,57,35,56
1904,2017,21,18,56,15,51,12
1903,2017,9,43,10,15,45,28
1902,2017,25,18,2,21,9,7
1901,2017,30,53,26,11,37,12
1900,2017,46,11,8,43,28,27
1899,2017,48,35,44,23,36,20
1898,2017,53,12,58,55,34,45
1897,2017,52,9,58,47,22,25
1896,2017,25,6,14,21,3,15
1895,2017,3,5,2,34,10,15
1894,2017,31,35,57,54,21,53
1893,2017,17,58,45,19,28,16
1892,2017,50,22,6,37,30,17
1891,2017,47,1,3,19,23,58
1890,2016,5,24,51,22,11,53
1889,2016,30,25,23,44,28,16
1888,2016,48,1,18,45,17,10
1887,2016,23,56,41,46,34,11
1886,2016,7,40,54,15,3,45
1885,2016,59,7,18,23,32,14
1884,2016,38,1,32,4,23,59
1883,2016,28,59,16,47,27,60
1882,2016,41,35,37,10,19,9
1881,2016,30,10,53,44,3,56
1880,2016,19,51,56,16,5,37
1879,2016,20,58,10,59,57,5
1878,2016,56,26,40,16,57,12
1877,2016,35,13,32,16,24,23
1876,2016,7,18,51,41,44,39
1875,2016,53,45,47,1,52,55
1874,2016,43,28,10,37,47,44
1873,2016,25,5,53,28,41,54
1872,2016,39,11,56,46,13,25
1871,2016,17,58,33,52,11,3
1870,2016,30,40,33,18,20,32
1869,2016,11,26,24,52,40,23
1868,2016,25,5,31,1,28,23
1867,2016,3,43,21,17,22,10
1866,2016,14,36,60,38,17,44
1865,2016,42,5,32,37,1,31
1864,2016,5,4,37,40,60,14
1863,2016,23,45,16,58,59,56
1862,2016,8,49,35,42,56,2
1861,2016,45,9,60,2,35,4
1860,2016,10,40,30,44,36,60
1859,2016,13,26,1,21,14,51
1858,2016,55,30,28,59,33,22
1857,2016,53,35,52,25,23,13
1856,2016,14,9,2,32,22,37
1855,2016,6,38,24,39,15,10
1854,2016,59,30,43,31,34,25
1853,2016,2,41,39,1,34,45
1852,2016,29,13,49,50,45,17
1851,2016,35,22,8,37,21,18
1850,2016,24,32,23,40,41,38
1849,2016,35,27,3,11,44,5
1848,2016,58,41,50,40,9,55
1847,2016,45,1,57,49,50,6
1846,2016,49,26,30,34,24,6
1845,2016,9,3,29,13,30,51
1844,2016,4,3,37,39,48,50
1843,2016,28,26,33,41,8,54
1842,2016,18,43,22,24,16,34
1841,2016,6,51,13,38,49,3
1840,2016,33,41,48,15,17,47
1839,2016,28,32,22,56,58,7
1838,2016,59,24,30,8,57,5
1837,2016,41,48,57,50,44,54
1836,2016,59,18,45,60,8,15
1835,2016,50,36,8,28,47,58
1834,2016,2,22,51,24,48,17
1833,2016,2,42,3,27,16,7
1832,2016,34,47,57,56,14,46
1831,2016,55,15,48,32,28,27
1830,2016,29,3,54,7,37,60
1829,2016,53,32,30,7,24,13
1828,2016,40,32,11,6,59,48
1827,2016,43,33,53,26,54,42
1826,2016,43,48,32,19,17,51
1825,2016,21,54,10,50,51,11
1824,2016,19,30,60,12,6,5
1823,2016,54,34,59,21,9,4
1822,2016,22,53,26,1,43,50
1821,2016,53,31,19,52,36,22
1820,2016,27,19,23,3,45,40
1819,2016,37,26,18,30,33,17
1818,2016,10,53,15,2,6,56
1817,2016,47,1,26,55,39,4
1816,2016,12,10,46,28,22,5
1815,2016,60,8,25,39,41,11
1814,2016,53,51,27,11,46,9
1813,2016,51,9,13,15,19,11
1812,2016,45,34,23,20,37,32
1811,2016,32,37,5,35,17,57
1810,2016,56,10,43,50,1,25
1809,2016,23,12,54,46,9,24
1808,2016,20,25,45,2,41,14
1807,2016,43,15,22,1,16,25
1806,2016,11,42,55,58,35,20
1805,2016,17,49,27,22,57,31
1804,2016,20,50,48,59,28,21
1803,2016,4,29,8,49,38,50
1802,2016,6,14,2,17,44,13
1801,2016,19,45,43,6,54,34
1800,2016,31,56,16,6,11,19
1799,2016,53,1,3,4,51,39
1798,2016,9,28,45,2,23,53
1797,2016,2,57,35,13,54,14
1796,2016,54,22,48,34,23,53
1795,2016,55,50,42,58,47,30
1794,2016,1,5,37,60,34,40
1793,2016,56,13,22,54,14,58
1792,2016,47,41,18,17,2,16
1791,2016,55,12,50,18,53,46
1790,2016,28,13,11,26,50,27
1789,2016,57,59,6,25,43,58
1788,2016,42,45,56,13,3,59
1787,2016,1,29,13,25,5,26
1786,2016,34,8,2,21,25,6
1785,2016,27,5,42,54,41,11
1784,2016,30,15,54,55,26,4
1783,2016,38,16,21,4,18,6
1782,2016,34,57,47,18,6,52
1781,2016,22,8,52,1,53,49
1780,2016,20,6,33,22,31,34
1779,2016,25,56,30,12,39,57
1778,2016,4,38,48,10,45,40
1777,2016,55,4,44,38,19,52
1776,2016,39,11,48,14,19,10
1775,2015,31,2,51,42,18,56
1774,2015,1,52,30,60,20,12
1773,2015,45,41,39,30,15,59
1772,2015,27,39,19,41,12,45
1771,2015,38,2,27,28,32,20
1770,2015,34,30,41,11,27,26
1769,2015,32,44,54,60,47,37
1768,2015,35,11,7,50,34,5
1767,2015,44,26,39,35,16,45
1766,2015,60,23,22,46,53,41
1765,2015,1,28,56,37,6,58
1764,2015,6,7,41,39,29,55
1763,2015,21,9,15,36,12,31
1762,2015,45,59,42,55,32,26
1761,2015,53,36,10,9,50,55
1760,2015,25,10,24,47,48,36
1759,2015,2,14,21,60,22,51
1758,2015,6,23,16,11,42,36
1757,2015,43,13,28,56,37,25
1756,2015,28,13,6,14,45,35
1755,2015,48,5,30,18,8,2
1754,2015,20,31,40,30,27,53
1753,2015,54,8,45,29,35,15
1752,2015,36,53,55,37,60,9
1751,2015,42,22,51,23,57,15
1750,2015,17,41,48,15,20,31
1749,2015,33,13,14,3,43,29
1748,2015,2,53,13,49,10,41
1747,2015,53,34,59,33,48,6
1746,2015,37,40,6,58,41,18
1745,2015,13,47,60,18,52,9
1744,2015,12,9,56,29,14,42
1743,2015,34,31,29,4,10,35
1742,2015,23,27,21,19,52,11
1741,2015,49,18,20,32,15,48
1740,2015,38,15,47,25,10,53
1739,2015,34,17,9,46,10,32
1738,2015,53,46,28,48,37,12
1737,2015,59,5,51,42,50,8
1736,2015,13,32,12,41,24,29
1735,2015,46,16,33,45,34,6
1734,2015,52,29,17,41,12,25
1733,2015,5,9,41,14,3,46
1732,2015,25,60,34,53,45,38
1731,2015,59,49,43,5,27,18
1730,2015,1,24,10,17,42,51
1729,2015,53,14,44,7,23,43
1728,2015,28,39,8,59,42,3
1727,2015,4,6,41,40,19,20
1726,2015,42,54,57,3,49,10
1725,2015,26,31,30,18,16,34
1724,2015,27,39,37,58,60,33
1723,2015,27,60,30,14,46,52
1722,2015,41,39,9,49,23,58
1721,2015,12,33,4,38,36,19
1720,2015,49,39,18,31,57,23
1719,2015,44,22,31,54,34,1
1718,2015,30,53,4,31,47,32
1717,2015,9,58,16,44,2,37
1716,2015,25,36,2,53,42,41
1715,2015,20,16,35,40,60,53
1714,2015,51,2,24,52,36,8
1713,2015,3,29,10,16,23,27
1712,2015,50,19,59,2,29,12
1711,2015,38,22,50,45,26,39
1710,2015,59,56,7,28,21,58
1709,2015,30,7,47,35,19,42
1708,2015,38,50,29,45,17,32
1707,2015,36,27,20,7,16,52
1706,2015,12,31,34,48,36,56
1705,2015,50,37,51,27,29,25
1704,2015,11,7,59,51,32,1
1703,2015,49,3,35,39,23,26
1702,2015,39,52,17,35,19,33
1701,2015,9,3,18,40,32,56
1700,2015,58,41,48,50,15,18
1699,2015,1,10,30,33,38,6
1698,2015,24,44,28,13,45,11
1697,2015,8,30,23,51,53,58
1696,2015,12,1,31,37,17,46
1695,2015,36,43,38,24,58,44
1694,2015,34,29,20,37,57,45
1693,2015,19,18,38,5,21,15
1692,2015,44,56,13,14,27,11
1691,2015,39,45,58,10,1,24
1690,2015,24,45,53,35,26,21
1689,2015,41,2,53,5,13,27
1688,2015,18,23,42,56,32,30
1687,2015,15,58,24,37,46,49
1686,2015,44,37,9,55,14,46
1685,2015,39,46,18,51,31,3
1684,2015,9,12,31,50,18,39
1683,2015,48,4,12,34,32,33
1682,2015,13,39,51,37,35,7
1681,2015,1,33,8,11,6,50
1680,2015,37,46,47,51,23,38
1679,2015,28,2,1,46,27,47
1678,2015,35,52,17,19,9,11
1677,2015,52,33,15,28,51,10
1676,2015,2,1,37,51,48,11
1675,2015,36,3,35,56,18,34
1674,2015,42,59,30,58,50,22
1673,2015,35,10,47,5,24,23
1672,2015,20,10,1,5,42,3
1671,2015,21,31,56,55,45,27
1670,2015,1,33,30,17,47,19
1669,2015,29,28,31,48,45,49
1668,2015,47,40,55,57,52,5
1667,2015,51,24,56,7,12,44
1666,2015,51,27,1,23,45,2
1665,2014,20,11,16,1,56,5
1664,2014,48,8,21,36,23,29
1663,2014,20,27,49,40,55,18
1662,2014,57,10,25,14,33,29
1661,2014,16,48,43,27,58,13
1660,2014,17,38,42,51,34,8
1659,2014,20,33,37,49,4,10
1658,2014,7,40,19,49,11,23
1657,2014,10,54,37,45,14,7
1656,2014,6,4,43,54,56,11
1655,2014,56,46,7,24,28,53
1654,2014,50,33,42,7,58,16
1653,2014,45,22,27,21,1,32
1652,2014,44,28,24,57,7,26
1651,2014,27,44,8,35,38,41
1650,2014,23,57,29,17,60,38
1649,2014,54,33,24,44,38,42
1648,2014,48,18,15,22,20,16
1647,2014,38,54,23,12,17,53
1646,2014,34,23,41,19,40,58
1645,2014,31,37,21,38,8,18
1644,2014,10,16,34,13,60,22
1643,2014,19,20,16,60,28,37
1642,2014,47,3,43,42,60,23
1641,2014,51,30,29,33,46,23
1640,2014,6,18,46,23,31,2
1639,2014,35,51,34,49,16,29
1638,2014,38,2,42,58,41,1
1637,2014,5,56,24,55,1,47
1636,2014,33,19,52,51,35,26
1635,2014,30,32,51,8,28,23
1634,2014,44,9,33,10,23,51
1633,2014,2,11,49,13,36,1
1632,2014,18,56,27,6,24,59
1631,2014,47,48,44,60,4,29
1630,2014,30,43,7,44,1,54
1629,2014,47,20,35,4,59,24
1628,2014,38,26,60,34,29,50
1627,2014,26,57,20,32,45,41
1626,2014,3,52,5,43,35,14
1625,2014,45,11,22,52,36,40
1624,2014,32,2,27,47,58,41
1623,2014,33,56,59,43,50,49
1622,2014,21,7,5,53,45,4
1621,2014,24,22,38,49,10,39
1620,2014,57,23,38,13,34,27
1619,2014,46,17,5,42,47,8
1618,2014,9,51,20,24,52,43
1617,2014,23,31,47,54,3,26
1616,2014,46,40,58,31,28,42
1615,2014,26,20,5,44,33,31
1614,2014,49,27,43,17,14,21
1613,2014,31,18,4,46,44,49
1612,2014,17,51,36,6,42,13
1611,2014,24,51,50,28,58,47
1610,2014,36,53,35,9,1,4
1609,2014,2,26,6,13,53,60
1608,2014,6,43,17,5,54,59
1607,2014,32,41,51,7,31,52
1606,2014,54,1,15,37,46,42
1605,2014,42,30,9,19,31,21
1604,2014,21,40,51,27,24,2
1603,2014,13,53,20,31,60,27
1602,2014,8,44,40,35,22,12
1601,2014,60,24,56,45,10,8
1600,2014,9,46,23,32,35,57
1599,2014,35,10,15,58,36,3
1598,2014,36,47,42,29,53,31
1597,2014,16,52,5,44,10,50
1596,2014,5,12,1,7,45,10
1595,2014,59,5,42,8,46,2
1594,2014,53,43,23,6,7,8
1593,2014,4,17,38,9,18,21
1592,2014,41,49,36,42,31,38
1591,2014,4,23,55,10,38,33
1590,2014,40,7,44,55,34,20
1589,2014,11,41,51,5,19,4
1588,2014,36,29,23,49,32,45
1587,2014,8,21,19,30,52,56
1586,2014,47,58,8,43,39,46
1585,2014,55,47,43,48,49,2
1584,2014,27,54,28,50,22,3
1583,2014,18,2,9,47,17,45
1582,2014,4,17,1,48,13,38
1581,2014,31,34,15,14,25,30
1580,2014,1,6,14,17,33,36
1579,2014,34,25,40,51,60,49
1578,2014,6,53,56,30,37,3
1577,2014,25,32,11,59,51,14
1576,2014,26,30,21,15,13,46
1575,2014,1,5,4,45,14,56
1574,2014,6,28,33,48,46,27
1573,2014,7,16,36,35,38,21
1572,2014,46,42,27,45,20,47
1571,2014,46,60,55,32,3,29
1570,2014,18,46,42,15,56,24
1569,2014,42,15,18,31,5,53
1568,2014,28,58,19,24,42,25
1567,2014,53,38,30,2,15,48
1566,2014,11,32,60,5,6,36
1565,2014,43,41,37,51,18,39
1564,2014,54,44,38,25,46,53
1563,2014,43,36,1,20,13,6
1562,2014,12,10,51,37,23,47
1561,2014,28,26,54,55,23,60
1560,2013,30,47,53,38,20,36
1559,2013,37,58,12,29,8,16
1558,2013,31,42,15,7,17,54
1557,2013,46,18,16,45,31,4
1556,2013,7,52,11,10,1,4
1555,2013,5,52,59,2,33,23
1554,2013,30,52,50,49,53,32
1553,2013,29,21,20,46,22,60
1552,2013,7,18,26,46,39,24
1551,2013,2,23,38,15,21,19
1550,2013,21,56,36,9,13,27
1549,2013,32,53,16,20,12,10
1548,2013,44,41,42,54,47,19
1547,2013,28,21,9,10,2,18
1546,2013,38,44,17,60,4,53
1545,2013,6,48,11,45,4,24
1544,2013,30,50,45,2,35,21
1543,2013,30,7,23,20,15,41
1542,2013,7,12,57,11,30,39
1541,2013,37,5,24,44,49,58
1540,2013,54,47,27,17,3,32
1539,2013,10,49,8,58,20,26
1538,2013,35,52,27,53,57,23
1537,2013,6,56,33,50,51,10
1536,2013,18,32,29,13,50,58
1535,2013,55,25,9,8,54,41
1534,2013,28,12,34,29,1,48
1533,2013,29,21,47,57,13,34
1532,2013,42,2,11,23,31,44
1531,2013,24,41,12,42,44,13
1530,2013,53,10,28,16,48,33
1529,2013,35,17,15,34,49,11
1528,2013,4,13,58,36,19,15
1527,2013,32,44,42,48,16,36
